Submit Time,Wait Time,Run Time,No. Allocated Processors,Requested Memory,Flavor
1/2/70 8:10 PM,4,70,1,16384,66
1/2/70 8:12 PM,4,66,1,16384,66
1/2/70 8:13 PM,5,65,1,16384,66
1/2/70 8:14 PM,6,78,1,16384,66
1/2/70 8:15 PM,5,70,1,16384,66
1/2/70 8:17 PM,5,68,1,16384,66
1/2/70 8:33 PM,5,87,1,16384,66
1/2/70 8:35 PM,5,66,1,16384,66
1/2/70 8:36 PM,4,67,1,16384,66
1/2/70 8:37 PM,5,72,1,16384,66
1/2/70 8:53 PM,4,81,1,16384,66
1/2/70 8:55 PM,4,66,1,16384,66
1/2/70 8:56 PM,3,65,1,16384,66
1/2/70 8:57 PM,3,67,1,16384,66
1/2/70 8:58 PM,4,65,1,16384,66
1/2/70 9:00 PM,3,65,1,16384,66
1/2/70 9:01 PM,3,64,1,16384,66
1/2/70 9:02 PM,4,66,1,16384,66
1/2/70 9:03 PM,4,68,1,16384,66
1/2/70 9:04 PM,4,65,1,16384,66
1/2/70 9:06 PM,3,65,1,16384,66
1/2/70 9:07 PM,4,64,1,16384,66
1/2/70 9:08 PM,3,66,1,16384,66
1/2/70 9:09 PM,4,71,1,16384,66
1/2/70 9:10 PM,3,68,1,16384,66
1/2/70 9:12 PM,3,66,1,16384,66
1/2/70 9:13 PM,3,66,1,16384,66
1/2/70 9:14 PM,3,68,1,16384,66
1/2/70 9:15 PM,4,67,1,16384,66
1/2/70 9:16 PM,4,65,1,16384,66
1/2/70 9:18 PM,4,66,1,16384,66
1/2/70 9:19 PM,4,65,1,16384,66
1/2/70 9:20 PM,3,67,1,16384,66
1/2/70 9:21 PM,4,68,1,16384,66
1/2/70 9:22 PM,4,65,1,16384,66
1/2/70 9:24 PM,3,65,1,16384,66
1/2/70 9:25 PM,4,66,1,16384,66
1/2/70 9:26 PM,4,70,1,16384,66
1/2/70 9:27 PM,4,72,1,16384,66
1/2/70 9:29 PM,5,65,1,16384,66
1/2/70 9:30 PM,4,65,1,16384,66
1/2/70 9:31 PM,5,65,1,16384,66
1/2/70 9:32 PM,4,66,1,16384,66
1/2/70 9:33 PM,4,67,1,16384,66
1/2/70 9:35 PM,4,64,1,16384,66
1/2/70 9:36 PM,4,66,1,16384,66
1/2/70 9:37 PM,4,66,1,16384,66
1/2/70 9:38 PM,4,67,1,16384,66
1/2/70 9:39 PM,4,67,1,16384,66
1/2/70 9:41 PM,4,66,1,16384,66
1/2/70 9:42 PM,4,65,1,16384,66
1/2/70 9:43 PM,4,65,1,16384,66
1/2/70 11:31 PM,12710,394,10,32768,262
1/3/70 1:26 AM,5764,12795,1,1024,1
1/3/70 1:29 AM,5654,12871,1,1024,1
1/3/70 1:46 AM,4588,29,2,16384,326
1/3/70 3:01 AM,134,12766,1,4096,176
1/3/70 3:03 AM,106,1040,1,4096,176
1/3/70 3:05 AM,7,98,1,11840,15
1/3/70 3:06 AM,23,3428,4,8192,612
1/3/70 3:07 AM,5,12520,1,12800,25
1/3/70 3:12 AM,12,44,1,14400,44
1/3/70 3:14 AM,4,18,2,4800,379
1/3/70 3:14 AM,4,35,1,12800,25
1/3/70 3:15 AM,4,2205,8,32768,623
1/3/70 3:15 AM,3,11929,2,4800,379
1/3/70 3:15 AM,6,52,1,6400,221
1/3/70 3:15 AM,5,1297,1,12800,25
1/3/70 3:16 AM,27,11856,2,4000,370
1/3/70 3:17 AM,5,11785,2,4000,370
1/3/70 3:20 AM,9,212,1,4096,176
1/3/70 3:28 AM,7,140,1,12800,25
1/3/70 3:28 AM,4,24,1,1024,1
1/3/70 3:32 AM,7,11039,1,12800,25
1/3/70 3:33 AM,213,10833,1,11840,15
1/3/70 3:37 AM,8,48,1,14400,44
1/3/70 3:38 AM,4,10723,1,4096,176
1/3/70 3:39 AM,3,10425,4,2400,520
1/3/70 3:41 AM,4,65,1,14400,44
1/3/70 3:41 AM,3,268,10,32768,262
1/3/70 3:42 AM,3,15,1,64,220
1/3/70 3:42 AM,3,10499,1,11840,15
1/3/70 4:03 AM,255,8728,4,16384,497
1/3/70 4:07 AM,146,8599,4,3424,545
1/3/70 4:18 AM,7808,12918,10,16384,261
1/3/70 5:19 AM,4610,14,1,64,220
1/3/70 5:43 AM,3188,940,1,1024,1
1/3/70 6:08 AM,1492,7877,4,3424,545
1/3/70 6:34 AM,115,368,1,8192,244
1/3/70 6:35 AM,5,3699,4,8192,612
1/3/70 6:36 AM,3,286,1,8192,244
1/3/70 6:39 AM,4,11,1,1280,24
1/3/70 6:39 AM,4,6448,1,12800,25
1/3/70 6:40 AM,3,2924,4,8192,612
1/3/70 6:40 AM,5,2205,1,11840,15
1/3/70 6:42 AM,16,11,1,1280,24
1/3/70 6:45 AM,14,334,1,1024,1
1/3/70 6:48 AM,28,4533,1,8192,244
1/3/70 6:49 AM,5,10,1,1280,24
1/3/70 6:50 AM,5,656,1,1024,1
1/3/70 6:52 AM,6,22,1,1024,1
1/3/70 6:52 AM,3,821,2,3200,358
1/3/70 6:53 AM,5,12,1,1280,24
1/3/70 6:54 AM,5,2132,1,14400,44
1/3/70 6:55 AM,6,4962,1,3840,171
1/3/70 6:59 AM,13,374,4,16384,497
1/3/70 7:01 AM,5,9,1,1280,24
1/3/70 7:02 AM,3,2966,4,2400,520
1/3/70 7:04 AM,9,8,1,1280,24
1/3/70 7:05 AM,3,216,2,1920,333
1/3/70 7:05 AM,15,917,1,1024,1
1/3/70 7:05 AM,5,1169,1,3200,152
1/3/70 7:07 AM,106846,22099,4,32768,541
1/3/70 7:08 AM,3,680,2,3200,358
1/3/70 7:09 AM,7,15,1,1280,24
1/3/70 7:12 AM,10,16,1,1280,24
1/3/70 7:16 AM,22,34,1,6400,221
1/3/70 7:17 AM,16,12,1,1280,24
1/3/70 7:20 AM,37,269,1,8192,244
1/3/70 7:21 AM,8,1449,1,1984,85
1/3/70 7:22 AM,75,132,1,8192,244
1/3/70 7:22 AM,6,56,2,1920,333
1/3/70 7:26 AM,9,2566,1,3200,152
1/3/70 7:27 AM,5,448,1,11840,15
1/3/70 7:29 AM,5,28,1,1024,1
1/3/70 7:29 AM,8,12,1,1280,24
1/3/70 7:35 AM,6,45,1,11840,15
1/3/70 7:36 AM,6,820,1,11840,15
1/3/70 7:37 AM,5,12,1,1280,24
1/3/70 7:44 AM,6,37,2,9760,438
1/3/70 7:45 AM,5,10365,8,32768,623
1/3/70 7:45 AM,4,124,1,14400,44
1/3/70 7:46 AM,34803,141,10,32768,262
1/3/70 7:50 AM,12,33,1,14400,44
1/3/70 7:57 AM,31,254,1,1984,85
1/3/70 7:59 AM,6,683,1,11840,15
1/3/70 8:00 AM,4,15887,4,5904,583
1/3/70 8:00 AM,6,177,2,1920,333
1/3/70 8:00 AM,5,979,2,11808,284
1/3/70 8:00 AM,5,21,1,1024,1
1/3/70 8:02 AM,3,1493,2,9600,436
1/3/70 8:02 AM,4,35,2,8192,424
1/3/70 8:03 AM,7,1004,2,3200,358
1/3/70 8:06 AM,9,110,1,14400,44
1/3/70 8:08 AM,7,16,1,1280,24
1/3/70 8:08 AM,4,3359,2,9600,436
1/3/70 8:10 AM,3,3055,2,9600,436
1/3/70 8:11 AM,4,1207,4,8192,612
1/3/70 8:16 AM,12,35,1,1280,24
1/3/70 8:17 AM,180,10440,4,2048,508
1/3/70 8:17 AM,8,676,4,2400,520
1/3/70 8:19 AM,5,16,1,1280,24
1/3/70 8:21 AM,5,3462,1,11840,15
1/3/70 8:29 AM,14,12,1,1280,24
1/3/70 8:32 AM,6,56,1,14400,44
1/3/70 8:33 AM,4,14,1,1280,24
1/3/70 8:36 AM,5,12958,4,3200,539
1/3/70 8:37 AM,5,44,1,14400,44
1/3/70 8:38 AM,8,22,1,1280,24
1/3/70 8:39 AM,7,4159,1,12800,25
1/3/70 8:41 AM,5,11,1,1280,24
1/3/70 8:43 AM,9,5084,1,12800,25
1/3/70 8:44 AM,6,9455,4,2400,520
1/3/70 8:45 AM,5,2045,1,8192,244
1/3/70 8:46 AM,6,11,1,1280,24
1/3/70 8:47 AM,6,361,1,4096,176
1/3/70 8:49 AM,5,13730,4,5904,583
1/3/70 8:52 AM,5,23,1,1024,1
1/3/70 8:55 AM,6,20,1,1024,1
1/3/70 9:02 AM,9,32,1,1024,1
1/3/70 9:02 AM,5,964,2,1024,266
1/3/70 9:04 AM,7,386,2,16384,326
1/3/70 9:06 AM,6,26,1,1024,1
1/3/70 9:08 AM,4,1676,2,9600,436
1/3/70 9:12 AM,4,22,1,1024,1
1/3/70 9:13 AM,3,1409,2,9600,436
1/3/70 9:16 AM,8,43,1,1024,1
1/3/70 9:18 AM,13,66,1,14400,44
1/3/70 9:19 AM,4,30,1,11840,15
1/3/70 9:21 AM,6,23,1,1024,1
1/3/70 9:22 AM,11,2318,1,8192,244
1/3/70 9:24 AM,8,41,1,1024,1
1/3/70 9:27 AM,3,74,1,14400,44
1/3/70 9:28 AM,4,27,1,1024,1
1/3/70 9:29 AM,9,1451,2,3200,358
1/3/70 9:30 AM,3,186,2,10240,267
1/3/70 9:31 AM,5,544,1,1600,62
1/3/70 9:33 AM,8,44,1,1024,1
1/3/70 9:34 AM,4,100,1,14400,44
1/3/70 9:37 AM,7,54,1,11840,15
1/3/70 9:40 AM,3,66,1,14400,44
1/3/70 9:44 AM,8,346,1,1600,62
1/3/70 9:46 AM,156,35,1,11840,15
1/3/70 9:47 AM,136,79,1,14400,44
1/3/70 9:49 AM,4,743,2,9600,436
1/3/70 9:53 AM,4,480,2,9600,436
1/3/70 9:54 AM,6,31,1,11840,15
1/3/70 9:55 AM,8,363,1,1600,62
1/3/70 9:55 AM,11,2225,1,1024,1
1/3/70 9:58 AM,6,51,1,11840,15
1/3/70 10:01 AM,12,428,1,1600,62
1/3/70 10:02 AM,8,4332,2,9600,436
1/3/70 10:03 AM,8,14156,10,16384,261
1/3/70 10:07 AM,7,4002,1,8192,244
1/3/70 10:10 AM,10,30,1,11840,15
1/3/70 10:12 AM,5,16,1,1600,62
1/3/70 10:19 AM,4,27,1,14400,44
1/3/70 10:19 AM,5,16,1,1600,62
1/3/70 10:19 AM,5,65,1,11840,15
1/3/70 10:22 AM,14,4790,1,12800,25
1/3/70 10:25 AM,4,1062,1,1984,85
1/3/70 10:26 AM,8,168,1,11840,15
1/3/70 10:33 AM,22,495,1,11840,15
1/3/70 10:35 AM,5,3671,1,1024,1
1/3/70 10:38 AM,15,11286,8,32768,623
1/3/70 10:41 AM,11883,12370,10,32768,262
1/3/70 10:42 AM,5,80,1,11840,15
1/3/70 10:48 AM,6,33,1,11840,15
1/3/70 10:51 AM,5,52,1,11840,15
1/3/70 10:55 AM,14,48,1,11840,15
1/3/70 10:58 AM,5,30,1,11840,15
1/3/70 11:00 AM,7,2834,1,6400,221
1/3/70 11:03 AM,4,27,1,11840,15
1/3/70 11:06 AM,3,878,2,16384,326
1/3/70 11:12 AM,10,877,1,8192,244
1/3/70 11:17 AM,4,27,1,11840,15
1/3/70 11:18 AM,3,1924,2,9600,436
1/3/70 11:18 AM,3,1921,2,9600,436
1/3/70 11:20 AM,3,46,1,11840,15
1/3/70 11:27 AM,4,31,1,11840,15
1/3/70 11:38 AM,4,506,1,1024,1
1/3/70 11:42 AM,7,30,1,11840,15
1/3/70 11:42 AM,7,5023,1,12800,25
1/3/70 11:45 AM,2351,41,4,16384,497
1/3/70 11:46 AM,10,37,1,11840,15
1/3/70 11:48 AM,4,2532,1,11840,15
1/3/70 11:57 AM,5,828,1,11840,15
1/3/70 12:04 PM,4,5658,2,9600,436
1/3/70 12:05 PM,3,603,2,10240,267
1/3/70 12:08 PM,9,6541,1,8192,244
1/3/70 12:14 PM,6,996,1,11840,15
1/3/70 12:23 PM,3,1723,2,4000,370
1/3/70 12:27 PM,3,850,2,8192,424
1/3/70 12:33 PM,3,17,1,11840,15
1/3/70 12:34 PM,3,26,1,11840,15
1/3/70 12:43 PM,4,3051,4,6800,596
1/3/70 12:44 PM,3,1129,2,1600,324
1/3/70 12:45 PM,3,32,1,11840,15
1/3/70 1:00 PM,4,31,1,11840,15
1/3/70 1:09 PM,5,30,1,11840,15
1/3/70 1:13 PM,4,26,1,11840,15
1/3/70 1:21 PM,8,4261,1,12800,25
1/3/70 1:22 PM,4,33,1,11840,15
1/3/70 1:25 PM,5,33,1,11840,15
1/3/70 1:27 PM,4,32,1,11840,15
1/3/70 1:30 PM,5,31,1,11840,15
1/3/70 1:32 PM,9,25,1,11840,15
1/3/70 1:32 PM,3,3145,4,6800,596
1/3/70 1:36 PM,4,37,1,11840,15
1/3/70 1:38 PM,6,36,1,11840,15
1/3/70 1:41 PM,5,36,1,11840,15
1/3/70 1:44 PM,3,2711,2,4000,370
1/3/70 1:45 PM,5,37,1,11840,15
1/3/70 1:46 PM,4,1576,1,11840,15
1/3/70 1:59 PM,17,17311,8,32768,623
1/3/70 2:09 PM,5,38,1,11840,15
1/3/70 2:13 PM,5,36,1,11840,15
1/3/70 2:19 PM,5,613,1,11840,15
1/3/70 2:21 PM,5,172,1,11840,15
1/3/70 2:24 PM,3,3067,4,6800,596
1/3/70 2:25 PM,6,16,1,1024,1
1/3/70 2:29 PM,5,35,1,11840,15
1/3/70 2:30 PM,7,17,1,1024,1
1/3/70 2:33 PM,8,4266,1,12800,25
1/3/70 2:45 PM,4,18,2,3200,358
1/3/70 3:04 PM,6,15,2,3200,358
1/3/70 3:08 PM,3,15,2,3200,358
1/3/70 3:14 PM,3,4921,4,6800,596
1/3/70 3:25 PM,9,35,4,5904,583
1/3/70 3:32 PM,4,7818,4,5904,583
1/3/70 3:32 PM,4,4209,2,9600,436
1/3/70 3:44 PM,9,4353,1,12800,25
1/3/70 4:09 PM,5,22,2,11808,284
1/3/70 4:12 PM,5,68,2,11808,284
1/3/70 4:35 PM,5,5101,4,6800,596
1/3/70 4:57 PM,9,4302,1,12800,25
1/3/70 5:06 PM,5,19,2,11808,284
1/3/70 5:13 PM,10,488,4,4800,566
1/3/70 5:20 PM,4,4319,2,9600,436
1/3/70 5:47 PM,4,23,2,11808,284
1/3/70 5:49 PM,3,57,2,11808,284
1/3/70 5:59 PM,5,335,2,11808,284
1/3/70 6:00 PM,4,3040,4,6800,596
1/3/70 6:08 PM,7,4214,1,12800,25
1/3/70 6:42 PM,5,129,2,11808,284
1/3/70 6:49 PM,4,6606,4,6800,596
1/3/70 7:03 PM,4,10988,4,5904,583
1/3/70 7:16 PM,5,63,2,11808,284
1/3/70 7:17 PM,3,10833,4,5904,583
1/3/70 7:19 PM,9,4263,1,12800,25
1/3/70 8:30 PM,14,2440,1,12800,25
1/3/70 8:38 PM,5,6923,4,6800,596
1/3/70 9:11 PM,9,69,1,12800,25
1/3/70 9:12 PM,6,63,1,12800,25
1/3/70 9:14 PM,6,65,1,12800,25
1/3/70 9:15 PM,6,66,1,12800,25
1/3/70 9:16 PM,6,63,1,12800,25
1/3/70 9:17 PM,7,64,1,12800,25
1/3/70 9:18 PM,7,63,1,12800,25
1/3/70 9:20 PM,6,65,1,12800,25
1/3/70 9:21 PM,6,67,1,12800,25
1/3/70 9:22 PM,6,64,1,12800,25
1/3/70 9:23 PM,6,69,1,12800,25
1/3/70 9:25 PM,6,63,1,12800,25
1/3/70 9:26 PM,6,63,1,12800,25
1/3/70 9:27 PM,7,66,1,12800,25
1/3/70 9:28 PM,6,62,1,12800,25
1/3/70 9:29 PM,7,64,1,12800,25
1/3/70 9:31 PM,6,66,1,12800,25
1/3/70 9:32 PM,6,64,1,12800,25
1/3/70 9:33 PM,6,64,1,12800,25
1/3/70 9:34 PM,6,63,1,12800,25
1/3/70 9:35 PM,6,63,1,12800,25
1/3/70 9:37 PM,7,65,1,12800,25
1/3/70 9:38 PM,7,63,1,12800,25
1/3/70 9:39 PM,7,63,1,12800,25
1/3/70 9:40 PM,6,63,1,12800,25
1/3/70 9:41 PM,6,65,1,12800,25
1/3/70 9:43 PM,6,64,1,12800,25
1/3/70 9:44 PM,7,64,1,12800,25
1/3/70 9:45 PM,6,64,1,12800,25
1/3/70 9:46 PM,7,64,1,12800,25
1/3/70 9:47 PM,6,64,1,12800,25
1/3/70 9:49 PM,7,64,1,12800,25
1/3/70 9:50 PM,5,64,1,12800,25
1/3/70 9:51 PM,7,63,1,12800,25
1/3/70 9:52 PM,6,63,1,12800,25
1/3/70 9:53 PM,6,65,1,12800,25
1/3/70 9:55 PM,6,65,1,12800,25
1/3/70 9:56 PM,6,64,1,12800,25
1/3/70 9:57 PM,6,63,1,12800,25
1/3/70 9:58 PM,7,64,1,12800,25
1/3/70 9:59 PM,6,66,1,12800,25
1/3/70 10:01 PM,6,66,1,12800,25
1/3/70 10:02 PM,6,63,1,12800,25
1/3/70 10:03 PM,7,62,1,12800,25
1/3/70 10:04 PM,5,64,1,12800,25
1/3/70 10:06 PM,6,65,1,12800,25
1/3/70 10:33 PM,4,2993,4,6800,596
1/3/70 10:37 PM,8,78,1,12800,25
1/3/70 10:38 PM,7,63,1,12800,25
1/3/70 10:39 PM,6,65,1,12800,25
1/3/70 10:41 PM,6,65,1,12800,25
1/3/70 10:42 PM,6,63,1,12800,25
1/3/70 10:43 PM,6,63,1,12800,25
1/3/70 10:44 PM,7,62,1,12800,25
1/3/70 10:45 PM,7,64,1,12800,25
1/3/70 10:47 PM,6,65,1,12800,25
1/3/70 10:48 PM,7,63,1,12800,25
1/3/70 10:49 PM,6,63,1,12800,25
1/3/70 10:50 PM,6,63,1,12800,25
1/3/70 10:51 PM,6,67,1,12800,25
1/3/70 11:08 PM,21,78,1,12800,25
1/3/70 11:09 PM,6,66,1,12800,25
1/3/70 11:11 PM,6,65,1,12800,25
1/3/70 11:12 PM,6,65,1,12800,25
1/3/70 11:13 PM,6,63,1,12800,25
1/3/70 11:14 PM,7,63,1,12800,25
1/3/70 11:15 PM,7,66,1,12800,25
1/3/70 11:21 PM,5,2973,4,6800,596
1/3/70 11:32 PM,8,78,1,12800,25
1/3/70 11:33 PM,6,67,1,12800,25
1/3/70 11:35 PM,6,65,1,12800,25
1/3/70 11:36 PM,6,64,1,12800,25
1/3/70 11:37 PM,6,63,1,12800,25
1/3/70 11:38 PM,6,63,1,12800,25
1/3/70 11:39 PM,6,65,1,12800,25
1/3/70 11:41 PM,6,65,1,12800,25
1/3/70 11:42 PM,6,63,1,12800,25
1/3/70 11:43 PM,6,63,1,12800,25
1/3/70 11:44 PM,8,64,1,12800,25
1/3/70 11:45 PM,6,66,1,12800,25
1/3/70 11:47 PM,6,65,1,12800,25
1/3/70 11:48 PM,7,64,1,12800,25
1/3/70 11:48 PM,5,4092,2,9600,436
1/3/70 11:49 PM,6,63,1,12800,25
1/3/70 11:50 PM,7,63,1,12800,25
1/3/70 11:52 PM,6,64,1,12800,25
1/3/70 11:53 PM,6,66,1,12800,25
1/3/70 11:54 PM,6,64,1,12800,25
1/3/70 11:55 PM,6,65,1,12800,25
1/3/70 11:56 PM,6,63,1,12800,25
1/3/70 11:58 PM,6,64,1,12800,25
1/3/70 11:59 PM,9,66,1,12800,25
1/4/70 12:00 AM,6,63,1,12800,25
1/4/70 12:01 AM,6,64,1,12800,25
1/4/70 12:02 AM,6,63,1,12800,25
1/4/70 12:04 AM,6,67,1,12800,25
1/4/70 12:05 AM,6,64,1,12800,25
1/4/70 12:06 AM,7,64,1,12800,25
1/4/70 12:07 AM,6,64,1,12800,25
1/4/70 12:08 AM,7,70,1,12800,25
1/4/70 12:10 AM,7,65,1,12800,25
1/4/70 12:11 AM,4,3090,4,6800,596
1/4/70 12:11 AM,7,64,1,12800,25
1/4/70 12:12 AM,8,62,1,12800,25
1/4/70 12:13 AM,7,68,1,12800,25
1/4/70 12:15 AM,12,68,1,12800,25
1/4/70 12:16 AM,6,65,1,12800,25
1/4/70 12:17 AM,7,64,1,12800,25
1/4/70 12:19 AM,7,66,1,12800,25
1/4/70 12:20 AM,6,64,1,12800,25
1/4/70 12:21 AM,6,63,1,12800,25
1/4/70 12:22 AM,6,64,1,12800,25
1/4/70 12:23 AM,7,68,1,12800,25
1/4/70 12:25 AM,6,3935,1,1024,1
1/4/70 12:25 AM,7,86,1,12800,25
1/4/70 12:25 AM,5,5606,1,3200,152
1/4/70 12:25 AM,5,150,10,32768,262
1/4/70 12:26 AM,14,65,1,12800,25
1/4/70 12:28 AM,7,64,1,12800,25
1/4/70 12:29 AM,6,65,1,12800,25
1/4/70 12:30 AM,6,64,1,12800,25
1/4/70 12:31 AM,6,63,1,12800,25
1/4/70 12:32 AM,7,63,1,12800,25
1/4/70 12:34 AM,6,64,1,12800,25
1/4/70 12:35 AM,7,71,1,12800,25
1/4/70 12:53 AM,6,170,10,32768,262
1/4/70 12:58 AM,5,4010,4,3200,539
1/4/70 1:02 AM,4,3039,4,6800,596
1/4/70 1:05 AM,5,28,1,2048,89
1/4/70 1:06 AM,5,3995,1,12800,25
1/4/70 1:07 AM,5,131,10,32768,262
1/4/70 1:15 AM,7,181,10,32768,262
